EIN,OrgID,OverallRtg,Tax_Year,Charity Name,Category,Cause,Focus,Total_Assets,Total_Liabilities,Total_Net_Assets,Wkg_Capital,Total_Contributions,ProgSvcRev,Other_Revenue,Total_Revenue,Fundraising_Expenses,Administration_Expenses,Program_Expenses,Total_Expenses,
237123851,16401,4,2016,The ALS Association Western Pennsylvania Chapter,Health,"Diseases, Disorders, and Disciplines",ALS Organizations,1143685,88330,1055355,1055355,1249385,0,-59115,1190270,72351,85332,932386,1090069,FALSE
232387205,6825,3,2016,"The ALS Association, Greater Philadelphia Chapter",Health,"Diseases, Disorders, and Disciplines",ALS Organizations,5105503,491963,4613540,4197367,5824336,0,4310,5828646,896615,359834,4418008,5674457,FALSE
133271855,3296,4,2016,"The ALS Association, National Office",Health,"Diseases, Disorders, and Disciplines",ALS Organizations,113419744,7378564,106041180,105104871,23487328,115362,2042460,25645150,4611138,2358153,28492571,35461862,FALSE
431458163,12274,4,2016,"The ALS Association, St. Louis Chapter",Health,"Diseases, Disorders, and Disciplines",ALS Organizations,1909176,122336,1786840,1679208,1471770,450,1284,1473504,213110,89580,1163795,1466485,FALSE
521617061,7121,2,2016,The American Prospect,"Arts, Culture, Humanities",Public Broadcasting and Media,Other Media,317106,409373,-92267,-92267,1688110,142986,75168,1906264,129067,196329,1364240,1689636,FALSE
135505367,3299,3,2015,The Animal Medical Center,Animals,"Animal Rights, Welfare, and Services",Humane Societies/SPCA's,83648230,17488656,66159574,57513196,7199515,34425264,-259178,41365601,995461,10168101,30988740,42152302,FALSE
362179814,3301,4,2016,The Anti-Cruelty Society,Animals,"Animal Rights, Welfare, and Services",Humane Societies/SPCA's,52528104,1276036,51252068,48198197,6281094,898427,1394167,8573688,1176516,539033,6714537,8430086,FALSE
237169265,4157,3,2016,The Arbor Day Foundation,Environment,Environmental Protection and Conservation,Forests,41122870,10519196,30603674,30563231,26230377,12331971,3243610,41805958,3652343,1205672,36149567,41007582,FALSE
237164967,10720,4,2016,The ARK Chicago,Human Services,Social Services,Other,6858033,267302,6590731,6540731,5568853,744026,76825,6389704,470903,605362,5093904,6170169,FALSE
954673306,16584,2,2015,The Art of Elysium,Health,Patient and Family Support,Patient & Family Support,5782911,394668,5388243,5388243,1442246,0,-241408,1200838,284643,172304,726736,1183683,FALSE
840399006,4528,4,2015,The Aspen Institute,Research and Public Policy,Social and Public Policy Research,Social & Public Policy Research,278242256,19264679,258977577,204569919,111928714,30455451,470361,142854526,2823236,19086815,79469066,101379117,FALSE
840905184,8501,3,2015,The Blue Bench,Human Services,Social Services,Domestic Violence,907358,61302,846056,846056,1392486,73212,30367,1496065,260758,113582,1183185,1557525,FALSE
131617086,3503,3,2015,The Bowery Mission,Human Services,Homeless Services,Rescue Missions,41878999,5961500,35917499,29053822,13162956,506590,9513560,23183106,2378413,1834521,9944627,14157561,FALSE
135591750,5014,3,2016,The Boys' Club of New York,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",60457788,5254158,55203630,30843297,5513406,764071,1302080,7579557,1083317,1481910,11336405,13901632,FALSE
410983062,15131,4,2016,The Bridge for Youth,Human Services,"Youth Development, Shelter, and Crisis Services","Homes, Shelters, & Crisis Services",7490024,2931572,4558452,4558452,3704569,0,326,3704895,219496,190727,2973770,3383993,FALSE
043608387,17522,4,2015,The Campaign Legal Center,Human and Civil Rights,Advocacy and Education,Government Watchdogs,3138246,93272,3044974,3044974,1785059,0,13944,1799003,359078,448562,1345947,2153587,FALSE
364268095,7698,3,2016,The Cara Program,Human Services,Social Services,Employment,10063324,3483156,6580168,6580168,4467883,2516172,36907,7020962,908262,1074704,4896783,6879749,FALSE
232900156,13004,3,2016,The Career Wardrobe,Human Services,Social Services,Employment,144873,26434,118439,118439,1721732,183724,79214,1984670,39564,113678,1882394,2035636,FALSE
042106173,7945,3,2016,The Carroll Center for the Blind,Human Services,Social Services,Services for the Blind and Deaf,7164921,585457,6579464,5993197,1206506,5027014,183328,6416848,426741,1022462,5635797,7085000,FALSE
060862072,14641,4,2016,The Carver Foundation of Norwalk,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",1205972,356365,849607,849607,2852229,279643,313431,3445303,311881,447077,2299607,3058565,FALSE
201789905,15234,3,2016,The Center for Courageous Kids,Health,Patient and Family Support,Camp Programs,19165304,62311,19102993,19102993,2300071,0,23770,2323841,420875,343656,3122161,3886692,FALSE
363339009,13217,4,2016,The Center for Enriched Living,Human Services,Social Services,Services for the Disabled,8152354,1811685,6340669,6340669,1649436,855654,123601,2628691,422910,428790,2132148,2983848,FALSE
736070545,14720,3,2015,The Center for Individuals With Physical Challenges,Human Services,Social Services,Services for the Disabled,14088751,53204,14035547,12417799,5802918,64149,281554,6148621,166228,228174,1126134,1520536,FALSE
592017124,12219,3,2016,The Chi Chi Rodriguez Youth Foundation,Education,Scholarship and Financial Support,Education & School Foundations,3985831,58284,3927547,3927547,809007,1351682,95460,2256149,177787,165315,1750886,2093988,FALSE
541589809,14059,2,2015,The Child and Family Network Centers,Education,Early Childhood Programs and Services,Early Education & Preschool,2921958,1502896,1419062,1419062,2666420,0,70040,2736460,279884,395024,1570664,2245572,FALSE
135562191,3480,4,2015,The Children's Aid Society,Human Services,Children's and Family Services,Family Care & Development,369141948,58530422,310611526,304800934,32170772,71406095,62825775,166402642,2839299,18279368,106761908,127880575,FALSE
760458780,6589,4,2016,The Children's Assessment Center Foundation,Human Services,Children's and Family Services,Child Care and Development,40980520,1164789,39815731,39765731,4380760,1265562,-20321,5626001,140127,193829,2588874,2922830,FALSE
521638207,8971,4,2016,The Children's Inn at NIH,Health,Patient and Family Support,Patient & Family Support,56349519,705771,55643748,35757089,4974294,1197350,1312593,7484237,1170080,1169771,5152236,7492087,FALSE
621326890,14897,4,2016,The Children's Museum of Memphis,"Arts, Culture, Humanities",Museums,Children's,9666506,285794,9380712,8780712,1526958,987215,189274,2703447,250136,408774,2279299,2938209,FALSE
510195216,15347,3,2016,The Children's Place,Human Services,Children's and Family Services,Child Care and Development,3765106,153429,3611677,3611677,3513762,936,-31796,3482902,318379,208219,2422753,2949351,FALSE
412046295,12225,4,2015,"The Citizens Foundation, USA",International,"International Peace, Security, and Affairs",Human Rights,4114469,8454,4106015,4031015,6688670,0,26239,6714909,141875,522936,6538356,7203167,FALSE
340714336,3525,3,2016,The Cleveland Museum of Art,"Arts, Culture, Humanities",Museums,Art,1099082274,194054604,905027670,532594280,35979294,7604381,16321796,59905471,3166164,11686454,47148867,62001485,FALSE
870745629,12771,4,2015,The Climate Reality Project,Environment,Environmental Protection and Conservation,Law & Policy,13174694,1312911,11861783,11861783,26258227,0,-117539,26140688,786009,674880,18112755,19573644,FALSE
311580204,16680,4,2015,The Clinton Foundation,International,Development and Relief Services,Humanitarian Services,455160648,48993025,406167623,222552905,279604029,2628406,4685515,286917950,6460485,28621874,214612467,249694826,FALSE
112622003,10314,3,2016,The Committee for Hispanic Children and Families,Human Services,Children's and Family Services,Family Care & Development,2155942,549906,1606036,1606036,4026058,340462,8694,4375214,266851,467747,3591030,4325628,FALSE
751770140,16529,3,2015,The Concilio,Human Services,Children's and Family Services,Family Care & Development,820323,17985,802338,802338,1512331,484900,-73507,1923724,176327,171613,1361540,1709480,FALSE
521388917,4537,4,2015,The Conservation Fund,Environment,Environmental Protection and Conservation,Multipurpose Environmental Programs,717760621,170656524,547104097,451902089,124075769,90762036,258661,215096466,2144456,2810944,174530077,179485477,FALSE
061057497,8891,4,2015,The Cornelia de Lange Syndrome Foundation,Health,"Diseases, Disorders, and Disciplines",Birth Defects and Genetic Diseases,1282675,23533,1259142,1259142,736238,0,104680,840918,51728,42866,655351,749945,FALSE
742659746,13320,4,2015,The Doseum,"Arts, Culture, Humanities",Museums,Children's,52250397,1010807,51239590,50109590,4306225,2587080,380514,7273819,388725,517141,4466430,5372296,FALSE
930833241,13186,3,2016,The Dougy Center,Human Services,Children's and Family Services,Family Care & Development,5595177,291054,5304123,4961660,923189,63108,497719,1484016,314057,221067,1204358,1739482,FALSE
200943038,13324,4,2016,The Drake House,Human Services,"Youth Development, Shelter, and Crisis Services","Homes, Shelters, & Crisis Services",2533958,16676,2517282,2517282,928160,12000,149850,1090010,70581,100694,704707,875982,FALSE
650230582,9173,4,2016,The Education Foundation of Collier County,Education,Adult Education Programs and Services,Professional Development & Vocational Training,7277979,879268,6398711,6069237,4150444,2979,387823,4541246,225322,160870,2310013,2696205,FALSE
621587327,7257,4,2015,The Elephant Sanctuary,Animals,Wildlife Conservation,Sanctuaries,36620694,53424,36567270,34983678,6625844,0,633818,7259662,270482,516652,3671757,4458891,FALSE
440454800,7049,3,2015,The Family Conservancy,Human Services,Children's and Family Services,Family Care & Development,5681062,2773390,2907672,1346779,13083851,227672,52224,13363747,410569,1075969,12162481,13649019,FALSE
391280969,14262,3,2015,"The Family Radio Network, Inc.",Religion,Religious Media and Broadcasting,Television & Radio,1866748,114912,1751836,1751836,769857,728574,10225,1508656,136009,324033,1023992,1484034,FALSE
521110645,10446,4,2016,The Family Tree,Human Services,Children's and Family Services,Family Care & Development,7860930,112005,7748925,6618659,4904590,39065,136658,5080313,384574,375870,1948852,2709296,FALSE
133357408,12143,4,2015,The Field,"Arts, Culture, Humanities",Performing Arts,Artist Support & Development,852604,20353,832251,832251,2737459,226046,80,2963585,34152,96927,2849304,2980383,FALSE
591004604,3700,3,2016,The Florida Bar Foundation,Human and Civil Rights,Advocacy and Education,"Advocates for Tolerance, Civil Rights, & Civil Liberties",39317968,32216597,7101371,7101371,8415118,0,3051405,11466523,473485,1809779,12241593,14524857,FALSE
205744808,13836,4,2015,The Focused Ultrasound Foundation,Health,Medical Research,General & Other Research,13710709,1263295,12447414,12447414,9668413,0,63979,9732392,621172,817578,4599292,6038042,FALSE
721154072,5648,4,2016,The Food Bank of Central Louisiana,Human Services,"Food Banks, Food Pantries, and Food Distribution","Food Banks, Food Pantries, and Food Distribution",4967867,495125,4472742,4472742,8507882,161576,5682,8675140,333081,302970,7350287,7986338,FALSE
742534561,15207,4,2015,The Food Bank of the Golden Crescent,Human Services,"Food Banks, Food Pantries, and Food Distribution","Food Banks, Food Pantries, and Food Distribution",2118200,185121,1933079,1933079,5683161,393609,240720,6317490,158179,201198,6068086,6427463,FALSE
042751023,7543,4,2016,The Food Bank of Western Massachusetts,Human Services,"Food Banks, Food Pantries, and Food Distribution","Food Banks, Food Pantries, and Food Distribution",7622763,297167,7325596,7320496,15683439,531111,568090,16782640,816739,507818,15600960,16925517,FALSE
850416803,7367,4,2016,The Food Depot,Human Services,"Food Banks, Food Pantries, and Food Distribution","Food Banks, Food Pantries, and Food Distribution",7208386,118711,7089675,6479033,11178845,321979,71460,11572284,490548,200949,10531494,11222991,FALSE
411246504,10243,3,2016,The Food Group,Human Services,"Food Banks, Food Pantries, and Food Distribution","Food Banks, Food Pantries, and Food Distribution",4785231,1374559,3410672,3410672,6208865,3599899,99552,9908316,396773,412384,8577130,9386287,FALSE
861082880,12362,4,2016,The Foodbank,Human Services,"Food Banks, Food Pantries, and Food Distribution","Food Banks, Food Pantries, and Food Distribution",5835166,82583,5752583,5752583,12328035,0,105,12328140,224346,340893,11381735,11946974,FALSE
592637849,12419,4,2015,"The Foundation for Lee County Public Schools, Inc.",Education,Scholarship and Financial Support,Education & School Foundations,3008850,10146,2998704,2998704,1910666,0,79478,1990144,69541,106195,1651572,1827308,FALSE
562212024,15034,3,2016,The Free Clinics,Health,Treatment and Prevention Services,General Health Clinics,3148658,97630,3051028,3051028,3948925,12673,27590,3989188,70273,150309,3535907,3756489,FALSE
753029336,11840,4,2016,The Fund for Global Human Rights,International,"International Peace, Security, and Affairs",Human Rights,10425580,427449,9998131,9998131,15282033,0,-2848,15279185,562274,456019,13511488,14529781,FALSE
841021059,11132,3,2016,"The Gathering Place, Denver",Human Services,Homeless Services,Homelessness - Direct Services,7030804,2879434,4151370,3823369,2145288,203311,74216,2422815,348882,321100,1949428,2619410,FALSE
042760083,7544,1,2015,The Genesis Foundation for Children,Health,Medical Research,General & Other Research,803692,135670,668022,668022,880334,0,37991,918325,295604,138753,394645,829002,FALSE
134127229,12598,4,2015,The Ghetto Film School,Education,Youth Education Programs and Services,Arts Education,2485184,502730,1982454,1982454,2614694,245247,0,2859941,214538,290709,2163663,2668910,FALSE
816079539,12910,4,2015,The Global Orphan Project,International,Development and Relief Services,Child Sponsorship,2596863,418928,2177935,2177935,5706935,8130,16070,5731135,109724,818375,5082578,6010677,FALSE
020222248,11092,3,2016,The Granite YMCA,Human Services,Multipurpose Human Service Organizations,"Y M C A's, Y W C A's & JCC's",22402877,7965249,14437628,13251199,2384464,15503489,159704,18047657,226301,810370,15211484,16248155,FALSE
042717782,4542,4,2016,The Greater Boston Food Bank,Human Services,"Food Banks, Food Pantries, and Food Distribution","Food Banks, Food Pantries, and Food Distribution",20805779,3581236,17224543,17224543,83294647,3780083,309353,87384083,2695011,3937706,81353118,87985835,FALSE
237039993,13930,4,2015,The Greater Naples YMCA,Human Services,Multipurpose Human Service Organizations,"Y M C A's, Y W C A's & JCC's",14200001,4048070,10151931,10151931,2588319,3960293,818865,7367477,178724,903380,6052620,7134724,FALSE
720408921,5643,4,2015,The Greater New Orleans Foundation,Community Development,Community Foundations,Community Foundations,284618348,4730293,279888055,279888055,18720699,287598,14197826,33206123,736597,1024246,26086900,27847743,FALSE
